Cod,Nome do alimento,Nível 1 ,Nível 2,Nível 3 ,"Energia
[kcal] ","Energia
[kJ] ","Lípidos
[g]","Ácidos gordos saturados
[g] ","Ácidos gordos monoinsaturados 
[g]","Ácidos gordos polinsaturados 
[g]","Ácido linoleico 
[g] ","Ácidos gordos trans 
[g]","Hidratos de carbono 
[g]","Açúcares 
[g] ","Oligossacáridos 
[g] ","Amido 
[g]","Fibra  
[g]","Proteínas 
[g] ","Sal  
[g]","Álcool 
[g] ","Água 
[g] ","Ácidos orgânicos 
[g] ","Colesterol 
[mg]","Vitamina A  
[µg]","Caroteno 
[µg]","Vitamina D 
[µg]","alfa-tocoferol 
[mg]","Tiamina 
[mg] ","Riboflavina 
[mg] ","Niacina 
[mg]","Equivalentes de niacina 
[mg]","Triptofano/60 
[mg]","Vitamina B6 
[mg]","Vitamina B12 
[µg]","Vitamina C 
[mg]","Folatos 
[µg]","Cinza 
[g]","Sódio 
[mg]","Potássio 
[mg] ","Cálcio 
[mg]","Fósforo 
[mg]","Magnésio 
[mg]","Ferro 
[mg]","Zinco 
[mg]","Selénio 
[µg]","Iodo 
[µg]",alimento_hc
1096,Arroz de cabidela,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),105,444,1.9,0.3,1.1,0.3,0.249,0,12.2,0.3,0.1,11.8,0.5,9.4,0.5,0,74.9,0.2,31,12,50,0.1,0.3,0.08,0.07,3.2,4.91,1.79,0.2,0.26,4.3,12,1.04,200,190,13,90,15,0.5,0.6,,,Arroz de cabidela (12.2g HC/100g)
405,Arroz de cenoura com azeite,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),127,533,4.2,0.6,3.2,0.3,0.286,0,19.9,0.9,0.1,19,1.1,1.8,0.7,0,72.5,0,0,143,859,0,0.7,0.02,0.01,0.54,1.06,0.37,0.07,0,0.8,6.9,0.925,270,67,13,28,12,0.3,0.3,,,Arroz de cenoura com azeite (19.9g HC/100g)
1091,Arroz de ervilhas,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),85,361,0.2,0.1,0.1,0.1,0.0796,0,18,0.2,0.2,17.6,1,2.3,0.3,0,78.3,0,0,6,35,0,0.05,0.1,0.01,0.59,1.02,0.44,0.08,0,2.4,12,0.521,120,66,8.5,35,10,0.4,0.4,,,Arroz de ervilhas (18g HC/100g)
1093,Arroz de feijão,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),139,584,4.4,0.6,3.3,0.4,0.328,0,20.8,0.4,0.4,20,1.9,3.1,0.4,0,69.4,0,0,0,1,0,0.66,0.05,0.02,0.65,1.2,0.55,0.1,0,0.8,14,0.878,180,120,15,50,19,0.7,0.5,,,Arroz de feijão (20.8g HC/100g)
958,Arroz de frango,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),205,860,7.6,1.5,3.9,1.2,1.01,0,25.2,0.7,0.1,24.4,1,8.4,0.9,0,56.9,0,31,20,83,0.1,0.73,0.04,0.08,1.8,4.36,1.53,0.14,0.13,2.4,8,1.4,350,95,12,71,19,0.5,0.7,,,Arroz de frango (25.2g HC/100g)
1098,Arroz de frango com feijão e chouriço,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),116,489,3.4,1.4,1,0.4,0.324,0.1,8.8,0.4,0.2,8.2,1.4,10.9,0.3,0.6,74.1,0,40,15,1,0.1,0.16,0.11,0.09,3.5,5.41,2.07,0.22,0.31,0.6,24,0.921,120,250,18,110,20,0.9,0.8,,,Arroz de frango com feijão e chouriço (8.8g HC/100g)
1097,Arroz de frango malandrinho à moda de Monção,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),132,554,5.8,1.3,3.6,0.6,0.566,0,9.3,0.2,0.1,9,0.4,10.5,0.6,0,73,0,37,13,54,0.1,0.57,0.09,0.09,3.5,5.44,2.01,0.21,0.31,4.1,11,1.03,230,210,12,100,15,0.6,0.7,,,Arroz de frango malandrinho à moda de Monção (9.3g HC/100g)
1041,Arroz de gambas,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),94,397,3.4,0.5,2.4,0.4,0.277,0,8.8,0.6,0.1,8.2,0.5,6.9,0.2,0,79.6,0,52,54,324,0,0.89,0.04,0.01,1,2.51,1.46,0.08,0.7,6.3,11,0.785,69,140,37,67,14,0.8,0.3,,,Arroz de gambas (8.8g HC/100g)
1060,Arroz de lulas,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),66,276,2.1,0.7,0.8,0.5,0.341,0,6.7,0.4,0.1,6.2,0.4,4.8,0.6,0,84.9,0,36,35,151,0.9,0.54,0.04,0.01,0.53,1.56,1.02,0.07,0.28,4.5,8,1.01,240,120,13,80,17,0.3,0.4,,,Arroz de lulas (6.7g HC/100g)
404,Arroz de manteiga,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),265,1110,7.7,4.3,1.8,0.3,0.239,0.3,44.4,0.1,0,44.4,1.2,3.8,0.9,0,42.7,0,21,51,4,0.1,0.24,0.02,0.01,0.91,1.93,0.8,0.1,0,0,7.6,1.2,370,43,8.7,50,21,0.4,0.7,,,Arroz de manteiga (44.4g HC/100g)
1040,Arroz de marisco,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),72,305,1.4,0.3,0.6,0.3,0.127,0,8.2,0.4,0,7.7,0.4,6.5,0.7,0,81.8,0,31,75,90,0,0.43,0.04,0.06,0.98,2.37,1.39,0.07,10,5.3,13,1.21,270,120,33,93,33,2.6,1.1,,,Arroz de marisco (8.2g HC/100g)
1099,Arroz de pato,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),115,484,4.2,1.3,1.7,0.5,0.418,0,8.4,0.1,0,8.2,0.3,10.8,0.5,0,75.3,0,50,15,0,0.2,0.05,0.2,0.24,3,5.31,2.34,0.22,1.6,0.4,16,1.11,220,170,9.3,120,14,1.3,1.1,,,Arroz de pato (8.4g HC/100g)
408,Arroz de peixe,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),125,525,3.7,0.6,1.5,1.4,0.935,0,15.5,0.7,0.1,14.7,0.7,7,0.6,0,72.1,0,8,11,58,1.2,1.26,0.03,0.02,0.59,2.14,1.34,0.07,0.08,1.7,9,1.1,240,120,15,75,17,0.3,0.5,,,Arroz de peixe (15.5g HC/100g)
1061,Arroz de peixe com ervilhas,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),110,465,0.8,0.1,0.4,0.2,0.159,0,19.8,0.7,0.5,18.6,1.9,4.9,0.6,0,71.7,0,2,14,78,0.1,0.2,0.24,0.02,0.89,1.78,0.89,0.12,0.06,6.3,24,1.21,240,170,18,74,14,0.8,0.6,,,Arroz de peixe com ervilhas (19.8g HC/100g)
924,Arroz de polvo com azeite,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),127,532,4.6,0.7,3.2,0.6,0.276,0,10.9,0.2,0.1,10.6,0.4,10.2,0.6,0,73,0,42,3,0,0,1.46,0.02,0.02,0.96,3.6,2.26,0.05,0.55,0.5,6.3,1.02,220,70,15,80,23,0.3,1.2,,,Arroz de polvo com azeite (10.9g HC/100g)
1062,Arroz de polvo com tomate ,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),128,534,7.1,1.1,5.3,0.7,0.463,0,10,0.5,0.1,9.4,0.6,5.7,0.9,0,75.8,0,19,14,81,0,1.3,0.04,0.02,0.74,1.92,1.18,0.09,0.38,5.5,12,1.24,370,140,13,67,19,0.4,0.6,,,Arroz de polvo com tomate  (10g HC/100g)
1063,Arroz de polvo com tomate e vinho,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),90,376,3.6,0.6,2.5,0.5,0.24,0,6.9,0.5,0,6.4,0.4,6.5,0.7,0.4,81.6,0,23,23,129,0,0.87,0.03,0.02,0.74,2.09,1.36,0.08,0.47,7.9,11,0.93,260,140,11,74,20,0.5,0.6,,,Arroz de polvo com tomate e vinho (6.9g HC/100g)
1065,Arroz de tamboril,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),87,363,3.8,0.5,2.8,0.4,0.291,0,7.1,0.7,0,6.4,0.6,5.7,0.5,0,81.7,0,16,40,169,0,0.81,0.03,0.02,0.88,1.98,1.1,0.09,3,10.4,9.1,0.945,200,140,13,71,19,1,0.4,,,Arroz de tamboril (7.1g HC/100g)
1064,Arroz de tamboril malandrinho,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),67,283,0.2,0,0,0.1,0.0667,0,10,0.6,0.1,9.3,0.6,5.9,0.5,0,82.3,0,11,26,117,0,0.23,0.03,0.02,0.93,2.06,1.13,0.1,0.07,8.1,8.7,0.953,190,150,8.5,73,13,0.3,0.3,,,Arroz de tamboril malandrinho (10g HC/100g)
407,Arroz de tomate com azeite,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),129,541,4.2,0.6,3.1,0.4,0.359,0,20.1,1.7,0.1,18.4,1.2,2,0.7,0,71.8,0,0,36,216,0,1.09,0.03,0.01,0.58,1.17,0.39,0.1,0,5.1,7.7,1.04,260,80,11,30,13,0.4,0.4,,,Arroz de tomate com azeite (20.1g HC/100g)
406,Arroz de tomate com margarina,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),122,513,3.4,1.6,0.7,1,0.903,0,20.2,1.7,0.1,18.4,1.2,2,0.8,0,72.5,0,0,59,231,0,0.55,0.03,0.01,0.58,1.17,0.39,0.1,0,5.1,7.7,1.16,300,80,11,30,13,0.4,0.4,,,Arroz de tomate com margarina (20.2g HC/100g)
1090,Arroz de tomate malandrinho,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),132,553,6,0.9,4.6,0.5,0.48,0,16.8,1.5,0.1,15.2,1.2,1.9,0.8,0,72.6,0.3,0,45,269,0,1.35,0.06,0.02,0.68,1.06,0.37,0.14,0,17.7,17,1.3,320,160,18,31,12,0.5,0.4,,,Arroz de tomate malandrinho (16.8g HC/100g)
499,Arroz doce,Leite e produtos lácteos,Sobremesa à base de leite e similares,Sobremesas de colher à base de leite,233,987,3.8,1.2,1.3,0.5,0.402,0.1,45.2,29.1,0,16.1,0.4,4.4,0.1,0,45.8,0,129,58,5,0.5,0.48,0.05,0.15,0.5,1.54,1.05,0.16,0.32,0,17,0.64,23,97,63,99,12,0.7,0.8,,,Arroz doce (45.2g HC/100g)
401,Arroz integral cru,Cereais e produtos à base de cereais,Cereais e seus derivados primários,Grãos de cereais (e grãos semelhantes a cereais),351,1490,2.5,0.5,0.6,0.9,0.8,0,71.6,0,0,71.6,3.8,8.6,0,0,12.2,0,0,0,0,0,0.7,0.4,0.1,4.1,6,1.9,0.6,0,0,55,1.3,3,250,9,270,110,1.7,1.4,,,Arroz integral cru (71.6g HC/100g)
814,Atum conserva em óleo,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe e produtos da pesca processados,Peixe processado ou conservado (incluindo vísceras processadas),214,894,13,0.9,3.8,7.1,6.8,0.2,0,0,0,0,0,24.3,1.1,0,61,0,41,23,0,0.4,1.9,0.02,0.02,9.8,14,4.5,0.23,2.4,0,14,1.5,420,260,9,200,40,0.7,0.9,,20,Atum conserva em óleo (0g HC/100g)
1159,Atum de cebolada,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",135,561,9,1.6,6.2,0.9,0.589,0,2.6,2.2,0.3,0.1,1,9,0,0.8,76.3,0,10,35,190,1.5,1.78,0.1,0.03,3.9,5.74,1.68,0.32,0.83,10.5,15,1.01,25,310,18,110,22,1.3,0.7,,,Atum de cebolada (2.6g HC/100g)
811,Atum fresco cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,141,591,4.9,1.7,1.7,0.8,0.1,0,0,0,0,0,0,24.1,0.1,0,68.7,0,30,11,0,4.2,0.64,0.1,0.05,10,15,4.6,0.56,2.4,0,8.3,1.5,45,360,4,260,37,2.2,1.5,,,Atum fresco cru (0g HC/100g)
812,Atum fresco grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,166,697,5.8,2,2,1,0.1,0,0,0,0,0,0,28.4,0.8,0,62.8,0,35,12,0,4.7,0.8,0.1,0.05,11,16,5.3,0.56,2.7,0,8.2,2.2,300,380,5,290,41,2.3,1.9,,17,Atum fresco grelhado (0g HC/100g)
702,"Avelã, miolo","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,689,2840,66.3,4.9,52.2,6.2,6.1,0,6,3.9,0,2.1,6.1,14,0,0,4.5,0,0,0,0,0,25,0.3,0.16,1.8,5.2,3.4,0.59,0,0,73,2.45,2,730,250,270,160,3,2,,,"Avelã, miolo (6g HC/100g)"
395,Azeite (4 marcas),Óleos e gorduras de origem animal e vegetal e seus derivados,Óleos e gorduras de origem animal e vegetal,"Óleos e gorduras de origem vegetal, edíveis",899,3700,99.9,14.4,78.6,6.9,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Azeite (4 marcas) (0g HC/100g)
703,Azeitona,Frutos e produtos derivados de frutos,Produtos de frutos processados,Outros frutos processados (excluindo bebidas),180,740,18.5,2.9,9.6,2.2,2,0,0,0,0,0,4,1.4,5.3,0,71.9,0,0,39,236,0,2,0.02,0.07,0.5,0.7,0.2,0.02,0,0,0,5.1,2100,60,54,14,22,1.6,0.2,,4.1,Azeitona (0g HC/100g)
809,Bacalhau à Brás,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",164,683,10.1,1.5,3.8,4.2,4.13,0,8.3,0.8,0.1,7.4,0.8,9.5,1.4,0,69.1,0,84,32,0,1.5,4.37,0.11,0.09,0.85,2.94,2.03,0.26,0.44,6,20,1.89,540,240,26,86,16,0.5,0.6,,,Bacalhau à Brás (8.3g HC/100g)
1044,Bacalhau à Brás com azeite,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",195,809,14.7,2.3,10.8,1.3,1.1,0,6.5,0.8,0.2,5.5,0.8,8.7,1.4,0,67.2,0,75,40,68,1.6,2.35,0.12,0.09,0.8,2.64,1.83,0.25,0.43,10.4,27,1.79,570,230,30,84,16,0.6,0.6,,,Bacalhau à Brás com azeite (6.5g HC/100g)
1045,Bacalhau à Brás com azeite e azeitonas,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",93,389,3.6,0.8,1.8,0.6,0.504,0,6.5,1.2,0.3,5.1,1.1,8,1.2,0,78.9,0,92,54,96,1.3,0.88,0.14,0.11,0.81,2.56,1.76,0.29,0.41,13,32,1.71,470,260,36,88,17,0.8,0.6,,,Bacalhau à Brás com azeite e azeitonas (6.5g HC/100g)
810,Bacalhau à Gomes de Sá,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",139,581,6.3,1,4.6,0.6,0.4,0,13.1,1.5,0.2,11.4,1.4,6.7,1.3,0,71,0,39,14,0,1,1.2,0.13,0.06,1,2.4,1.4,0.26,0.26,7,17,1.5,530,280,23,68,16,0.4,0.5,,,Bacalhau à Gomes de Sá (13.1g HC/100g)
1047,"Bacalhau à Gomes de Sá, com azeite",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",160,666,10.4,1.6,7.6,0.9,0.774,0,7.4,1.1,0.3,6.1,1.1,8.6,1.6,0,70.1,0,50,36,115,1.6,1.75,0.14,0.07,0.93,2.66,1.72,0.26,0.4,14.4,29,2.02,640,260,34,81,19,0.6,0.6,,,"Bacalhau à Gomes de Sá, com azeite (7.4g HC/100g)"
807,Bacalhau assado no forno com azeite,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe e produtos da pesca processados,Peixe processado ou conservado (incluindo vísceras processadas),136,571,4.9,0.7,3.6,0.5,0.297,0,0.8,0.6,0.2,0,0.3,20.8,3.4,0.7,67.6,0,56,4,0,4.2,0.99,0.07,0.07,0.82,4.83,3.82,0.11,0.93,1.4,9.8,3.86,1370,88,44,130,26,0.4,1,,,Bacalhau assado no forno com azeite (0.8g HC/100g)
1038,Bacalhau com natas,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",98,414,2.6,1.4,0.6,0.2,0.0895,0.1,9.2,1.6,0.2,7.3,1,9,1.5,0,76,0,27,23,6,1.8,0.29,0.13,0.06,0.97,2.68,1.7,0.23,0.39,6.8,20,1.9,600,240,38,81,18,0.3,0.5,,,Bacalhau com natas (9.2g HC/100g)
1039,"Bacalhau com natas, com queijo ralado",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",167,693,12.6,6.3,4,0.5,0.43,0.4,7.6,2.1,0.3,5.2,0.9,5.3,0.9,0,72,0,31,142,73,0.8,1.01,0.12,0.08,0.85,1.89,1.03,0.22,0.23,7,19,1.45,370,240,52,69,15,0.4,0.4,,,"Bacalhau com natas, com queijo ralado (7.6g HC/100g)"
805,Bacalhau cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe e produtos da pesca processados,Peixe processado ou conservado (incluindo vísceras processadas),106,449,0.1,0,0,0.1,0,0,0,0,0,0,0,26.2,3.1,0,70,0,72,3,0,0.4,0.28,0.02,0.09,0.28,5.2,4.9,0.06,0.35,0,5.7,3.2,1230,21,46,100,31,0.6,1.1,,56,Bacalhau cozido (0g HC/100g)
803,Bacalhau fresco cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,84,354,0.8,0.1,0.1,0.3,0,0,0,0,0,0,0,19.1,0.8,0,78.1,0,50,10,0,1,0.7,0.05,0.05,2.3,5.9,3.6,0.17,0.9,0,10,2.2,340,350,14,230,31,0.3,0.6,,140,Bacalhau fresco cozido (0g HC/100g)
802,Bacalhau fresco cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,76,321,0.5,0.1,0.1,0.2,0,0,0,0,0,0,0,17.8,0.2,0,80,0,44,7,0,1,0.6,0.06,0.04,2.3,5.6,3.3,0.21,1,0,10,1.4,65,360,15,200,26,0.3,0.5,,,Bacalhau fresco cru (0g HC/100g)
806,Bacalhau grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe e produtos da pesca processados,Peixe processado ou conservado (incluindo vísceras processadas),123,521,0.2,0,0,0.1,0,0,0,0,0,0,0,30.2,3.1,0,63.6,0,79,1,0,0.4,0.34,0.05,0.06,0.48,6.1,5.6,0.05,0.6,0,9.9,4.9,1250,40,52,170,57,0.5,1.2,,56,Bacalhau grelhado (0g HC/100g)
804,"Bacalhau seco e salgado, demolhado cru","Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe e produtos da pesca processados,Peixe processado ou conservado (incluindo vísceras processadas),80,338,0.4,0.1,0.1,0.1,0,0,0,0,0,0,0,19,3.7,0,76.2,0,52,4,0,4.5,0.28,0.05,0.07,0.76,4.3,3.5,0.07,0.95,0,8.1,3.4,1480,36,33,120,23,0.2,0.8,,,"Bacalhau seco e salgado, demolhado cru (0g HC/100g)"
1216,Baço de porco,Carne e produtos cárneos,"Vísceras comestíveis, não musculares, com excepção de fígado e rim","Vísceras comestíveis de mamíferos, não musculares, com excepção de fígado e rim",107,450,3.8,1.2,2.2,0.6,0.4,0,0.4,0.4,0,0,0,17.8,0.3,0,76.9,0,363,0,0,0.2,0.59,0.14,0.31,3.81,3.81,0,0.2,6,31.3,3,1.4,130,400,9,210,34,20,2.6,,,Baço de porco (0.4g HC/100g)
311,Bacon,Carne e produtos cárneos,Produtos processados à base de carne,Carne crua curada (ou temperada),367,1510,34.6,11.9,11.6,5.6,4.8,0.1,0,0,0,0,0,13.8,3,0,48.3,0,67,0,0,0,0.08,0.54,0.15,3.8,6,2.2,0.27,0.9,0,2,2.8,1190,230,7,140,18,0.7,1.3,,,Bacon (0g HC/100g)
312,"Bacon, grelhado sem adição de sal",Carne e produtos cárneos,Produtos processados à base de carne,Carne crua curada (ou temperada),372,1540,31.5,10.8,10.5,5.1,4.4,0.1,0,0,0,0,0,22.2,4.3,0,42.1,0,92,0,0,0,0.11,0.11,0.46,5.7,8.5,2.8,0.28,1,0,2.9,3.7,1720,230,11,200,26,1.2,2.2,,,"Bacon, grelhado sem adição de sal (0g HC/100g)"
2122000013,Bagas goji secas,Produtos hortícolas e derivados,Frutos de hortícolas,Solanaceas,303,1280,2.8,0.4,0.6,1.7,1.6,0,51.8,39.6,0,12.2,12.8,11.2,1,0,16.5,0,0,4,27,0,2.1,0,0.13,0.76,3.79,3.03,0.16,0,4.5,0,4.95,420,1410,48,180,72,4.2,1.1,,,Bagas goji secas (51.8g HC/100g)
636,Banana,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,"Frutos diversos com casca não comestível, grandes",104,441,0.4,0.1,0,0.1,0,0,21.8,19.6,0,2.2,3.1,1.6,0,0,72.1,0.3,0,4,21,0,0.27,0.06,0.07,0.7,1,0.3,0.29,0,10,14,0.89,6,430,8,25,28,0.4,0.2,,3.8,Banana (21.8g HC/100g)
313,Banha de porco,Óleos e gorduras de origem animal e vegetal e seus derivados,Óleos e gorduras de origem animal e vegetal,Óleos e gorduras de origem animal (gorduras processadas a partir de tecidos animais),896,3680,99.5,26.3,58.6,10.4,9.6,0.4,0,0,0,0,0,0,0,0,0.5,0,82,9,0,0,1,0,0,0,0,0,0,0,0,0,0.1,2,1,1,3,2,0.1,0.1,,,Banha de porco (0g HC/100g)
738,Base em pó para bebida de ananás,Água e bebidas à base de água,Bebidas concentradas,Misturas de bebidas,369,1570,0,0,0,0,0,0,89.5,89.5,0,0,0,0,0,0,1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,230,0,1.4,0,0,0,0,0,0,0,,,Base em pó para bebida de ananás (89.5g HC/100g)
743,Base em pó para bebida de laranja,Água e bebidas à base de água,Bebidas concentradas,Misturas de bebidas,375,1590,0,0,0,0,0,0,88.9,88.9,0,0,0,0,0,0,0.7,6.3,0,0,0,0,0,0,0,0,0,0,0,0,375,0,1.08,0,0,0,0,0,0,0,,,Base em pó para bebida de laranja (88.9g HC/100g)
588,"Batata assada com pele, sem sal (só a polpa)","Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Batatas e similares,90,383,0,0,0,0,0,0,19.2,1.2,0,18,1.7,2.5,0,0,75.8,0,0,0,0,0,0.1,0.19,0.02,1.4,1.8,0.4,0.37,0,13,28,0.8,9,480,9,44,14,0.2,0.2,,,"Batata assada com pele, sem sal (só a polpa) (19.2g HC/100g)"
587,Batata assada no forno,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Batatas e similares,159,670,4.8,0.6,2.5,1.6,1.61,0,24.8,1.6,0,23.2,2.1,3.2,1.4,0,62.9,0,0,0,0,0,1.82,0.23,0.03,1.7,2.58,0.77,0.51,0,15.9,35,2.25,540,580,12,54,21,0.3,0.3,,,Batata assada no forno (24.8g HC/100g)
586,Batata cozida,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Batatas e similares,87,368,0,0,0,0,0,0,18.5,1.2,0,17.3,1.6,2.4,0.3,0,77,0,0,0,0,0,0.06,0.18,0.02,1.3,1.9,0.6,0.38,0,11,21,0.66,100,370,9,38,13,0.2,0.2,,0.3,Batata cozida (18.5g HC/100g)
585,Batata crua,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Batatas e similares,90,382,0,0,0,0,0,0,19.2,1.2,0,18,1.6,2.5,0,0,76,0,0,0,0,0,0.06,0.21,0.02,1.4,2,0.6,0.44,0,14,35,0.74,9,450,9,42,13,0.2,0.2,,,Batata crua (19.2g HC/100g)
594,Batata doce assada,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Raízes e tubérculos de vegetais tropicais,123,522,0,0,0,0,0,0,28.3,7.9,0,20.4,3,1,0.1,0,66.9,0,0,650,3900,0,5.1,0.17,0,0.6,0.9,0.3,0.09,0,25,13,0.74,23,390,27,36,16,0.4,0.3,,,Batata doce assada (28.3g HC/100g)
593,Batata doce crua,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Raízes e tubérculos de vegetais tropicais,123,520,0,0,0,0,0,0,28.3,7.9,0,20.4,2.7,1,0.1,0,67.2,0,0,650,3900,0,4.6,0.17,0,0.5,0.8,0.3,0.09,0,25,17,0.67,21,350,24,32,14,0.4,0.3,,,Batata doce crua (28.3g HC/100g)
590,"Batata estufada com cebola, azeite e óleo alimentar",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",97,406,3.1,0.4,1.5,1.1,1.09,0,14.5,1.2,0.1,13.1,1.4,2,0.8,0,77.6,0,0,5,27,0,1.26,0.16,0.02,1.1,1.57,0.46,0.32,0,11.3,21,1.43,320,370,13,36,14,0.2,0.2,,,"Batata estufada com cebola, azeite e óleo alimentar (14.5g HC/100g)"
591,Batata frita caseira (em palitos),Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",227,951,10.8,1.4,2.4,5.1,5,0.1,27.6,1.7,0,25.9,2.4,3.7,0,0,54.3,0,0,0,0,0,3.8,0.22,0.03,1.8,1.3,0.7,0.5,0,13,37,1.2,14,690,14,64,20,0.3,0.3,,,Batata frita caseira (em palitos) (27.6g HC/100g)
